Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2020-09-07,822.6954956054688,824.9188767915176,812.0232659124339,817.2260104568487,6700385
2020-09-08,835.3687744140625,846.6635617773193,823.1401778022577,827.0533504307423,12891964
2020-09-09,825.0968017578125,841.3274852739322,823.5404348453079,831.5446075381889,5528947
2020-09-10,836.0357666015625,837.7700147495948,822.4731416281746,831.8113424295236,5171884
2020-09-11,841.0606689453125,848.5757084162922,827.9871763570061,831.4556728149255,6671903
2020-09-14,870.1424560546875,881.3927319427276,843.3729148248619,851.1102919718684,21871587
2020-09-15,873.7443237304688,884.0163336524719,864.1393281447226,871.1207231515052,11608203
2020-09-16,890.9088134765625,894.3773097313785,873.3441026543393,876.9015124411186,10059251
2020-09-17,899.1353759765625,908.028900961494,884.9057360006723,884.9057360006723,15628241
2020-09-18,891.2645874023438,906.0722732574046,888.5520189803201,899.1353349420978,12897633
2020-09-21,898.1571044921875,916.922420383844,889.7971693443608,890.2418455909096,14140637
2020-09-22,896.0225219726562,909.3628076595941,881.5260890492027,897.35655054135,12625762
2020-09-23,906.917236328125,922.2585673667718,896.5562577110553,907.2729990504249,13486204
2020-09-24,867.4744262695312,897.356647732044,862.6719011893783,892.0205328793263,14427432
2020-09-25,899.5355224609375,902.6037991881054,867.1186156651046,867.8300867498103,13311078
2020-09-28,898.6017456054688,903.7155222408442,888.0184296386808,902.5148638530441,8554526
2020-09-29,897.3565673828125,914.2542629034007,892.9987189305874,905.3607389451964,8708463
2020-09-30,896.6895751953125,910.6524190103227,893.7991798376286,897.3565895086241,8048817
2020-10-01,905.049560546875,912.9203081740026,899.8023592742787,907.6731069014063,5563358
2020-10-05,932.6638793945312,938.1779297729327,905.4052591225199,905.4052591225199,14212509
2020-10-06,938.933837890625,942.7135857580512,917.233616656696,938.2668235610793,9090819
2020-10-07,948.538818359375,953.3857453745362,920.9243837083324,929.2843177405523,9284008
2020-10-08,972.684814453125,999.63223942167,967.9713112025173,969.3942535316905,21482613
2020-10-09,984.3352661132812,990.1160566332227,968.0155629484736,973.9297780392724,10567867
2020-10-12,1006.8359375,1013.861843920578,989.0488876066565,998.742851511236,14633537
2020-10-13,1029.6923828125,1037.029541043579,1009.9042894014077,1009.9042894014077,17523825
2020-10-14,1011.1937866210938,1036.006742939543,1005.9465851888925,1033.42759899183,16649573
2020-10-15,985.6248779296875,1054.7720326863157,971.617576483811,1049.4359178497914,44288251
2020-10-16,1002.744873046875,1010.2598577165816,975.530710178442,990.6051905651315,18365685
2020-10-19,1001.3218994140625,1012.9723942640073,991.8947855875242,1009.4149846265569,12902123
2020-10-20,1011.638427734375,1018.0417220493464,987.1812349759616,995.0964936177547,10448776
2020-10-21,1021.2879638671875,1026.6240790877034,1009.4151292142482,1014.8846690279854,19811433
2020-10-22,1004.1234130859375,1029.870122728744,999.4543127885921,1015.6404837273107,11271335
2020-10-23,1009.0223388671875,1020.258667807802,1006.9099309723068,1018.4608551773036,9069862
2020-10-26,999.988525390625,1015.4047943258392,991.6287604996389,1008.7978532764048,6309368
2020-10-27,980.5720825195312,997.5164472162594,968.257108002705,993.9208214034877,10172479
2020-10-28,967.7176513671875,993.0667659266288,961.8747602347837,984.7518823920542,7608392
2020-10-29,966.1895141601562,972.6167168133362,952.9306448690318,961.8298401019129,6935616
2020-10-30,953.380126953125,974.0549746098089,945.9641489893145,963.6276820854389,8800386
2020-11-02,963.8973388671875,970.7738847740845,944.8404580955544,957.3352785122336,7183119
2020-11-03,955.1329956054688,970.2795458079983,950.5934746008057,963.6276168057341,7204782
2020-11-04,983.3587036132812,1003.1796354639632,958.9534803730614,960.0321242612121,15702690
2020-11-05,992.3925170898438,1009.4717361339624,987.897985762444,997.696086002129,9568890
2020-11-06,1000.2582397460938,1007.764087314292,981.3362134262649,995.9884337350455,8807127
2020-11-09,1021.6522216796875,1030.1468441729646,1007.809039698594,1015.135149585225,10160320
2020-11-10,980.7518310546875,1001.2468302892827,969.0210591278784,1001.2468302892827,15622869
2020-11-11,1009.0223388671875,1012.4831062349417,977.1111646758421,985.2013215130846,12514800
2020-11-12,1004.7526245117188,1026.551104623022,1001.1569989263492,1014.0562837679056,9180976
2020-11-13,1010.5503540039062,1018.4607728304179,1004.0782729493175,1006.7749916770239,6363212
2020-11-14,1018.8653564453125,1024.4386416418554,1016.7529484730605,1022.0565178732398,1136144
2020-11-17,1010.1010131835938,1029.2477621709115,1000.1681639367545,1029.0230355852846,12813968
2020-11-18,998.280517578125,1018.1912059792074,990.1003817905674,1014.4158431001671,9839468
2020-11-19,985.8755493164062,1002.0108745699051,983.2238194490446,988.7969949834027,10092343
2020-11-20,991.808349609375,996.8871926903187,980.7967462636072,994.1904735036,8063554
2020-11-23,1024.6185302734375,1029.06818319162,990.5499527025146,993.2916613610854,10546363
2020-11-24,1024.798095703125,1038.1468313286791,1018.775358098997,1029.247637668388,8515426
2020-11-25,1002.8648681640625,1027.8993874874786,998.9096583694453,1022.05649634741,8958701
2020-11-26,1000.6624755859375,1006.7300932705184,987.2688591474981,1006.7300932705184,10962256
2020-11-27,988.797119140625,1007.6741550514914,980.7069608931107,1004.9774356356534,25306145
2020-12-01,1022.8204956054688,1024.9778926378785,993.3364352617726,993.3364352617726,8933802
2020-12-02,1025.5623779296875,1031.4501492657057,1007.6741178523629,1019.3599015562708,6741637
2020-12-03,1012.5730590820312,1031.0456292876868,1009.2021601196695,1031.0456292876868,16212632
2020-12-04,1019.9442138671875,1022.0566220547639,1002.280680379122,1011.2697447771411,10564055
2020-12-07,1027.8994140625,1036.4390244110734,1021.1576164188893,1031.3153020938412,7792141
2020-12-08,1036.753662109375,1049.023756268758,1029.247815704994,1029.247815704994,12308330
2020-12-09,1056.3946533203125,1060.2599943514433,1040.0346023438913,1049.9675609772876,10039346
2020-12-10,1049.6978759765625,1053.2036326399734,1033.7422884804512,1040.394217326194,9488782
2020-12-11,1045.6080322265625,1053.4734643672405,1038.4617692020954,1042.4618593702912,10574009
2020-12-14,1046.8214111328125,1054.0575412558665,1032.1242048445142,1051.1810848900202,6728187
2020-12-15,1037.8770751953125,1046.0570996584938,1035.5399410243695,1039.1355658195928,6905926
2020-12-16,1047.855224609375,1050.7317911414298,1036.9784783054704,1042.7315016397865,7788404
2020-12-17,1042.0120849609375,1050.7315414560378,1039.3153662009663,1048.0348226960666,6658153
2020-12-18,1069.5189208984375,1074.1931904713342,1056.7543836758834,1063.2714553335547,15995676
2020-12-21,1058.28271484375,1087.4521882136883,1035.585324678513,1067.9009709426425,10858352
2020-12-22,1097.1153564453125,1100.1266712007807,1057.2038868744687,1062.5074570408517,10901851
2020-12-23,1126.374755859375,1131.5883473611214,1106.1493610073994,1112.8461700775822,15878346
2020-12-24,1111.0933837890625,1123.5432164263127,1102.0593298927226,1123.5432164263127,7313885
2020-12-28,1114.91357421875,1121.835109125127,1111.0482330758468,1113.250509710664,4607051
2020-12-29,1123.9027099609375,1127.6330837176893,1110.1493982206223,1110.1493982206223,6878105
2020-12-30,1120.756591796875,1126.5994836491225,1112.9810291552337,1126.3297678255644,5194690
2020-12-31,1128.8466796875,1131.1838143373934,1113.7450085608632,1117.3406340929403,7430470
2021-01-01,1133.0264892578125,1137.5660103145522,1128.8466624245198,1130.734343854036,4253550
2021-01-04,1158.0159912109375,1159.5890771683364,1133.6556534737424,1140.7120456795496,7208454
2021-01-05,1163.0050048828125,1167.6792737109167,1146.1505119019969,1152.3978667416436,8145280
2021-01-06,1152.4879150390625,1170.3761749898576,1139.8583455016612,1168.5783621250498,7161715
2021-01-07,1134.5546875,1166.4658633722565,1128.576938242762,1164.9826459280123,10954918
2021-01-08,1179.4549560546875,1183.679881580536,1149.0269991839962,1149.0269991839962,13186251
2021-01-11,1237.074951171875,1243.5021539161944,1204.5345831895638,1206.422264694874,20528626
2021-01-12,1233.074951171875,1238.6931166137006,1222.512800141243,1238.6931166137006,8309868
2021-01-13,1246.91796875,1251.9968115873107,1222.5126393349674,1234.9624703704742,14442997
2021-01-14,1231.9512939453125,1244.0865310618844,1185.1631691706132,1222.512776187979,27521697
2021-01-15,1208.9842529296875,1226.5129296745638,1204.5347096479072,1222.512839642652,15018441
2021-01-18,1179.4102783203125,1204.5346702747986,1173.9718502827513,1202.7368573340898,8861765
2021-01-19,1183.5452880859375,1196.444574664725,1179.365350834049,1186.5566029732809,5585744
2021-01-20,1204.0401611328125,1212.0854394347348,1187.050917567979,1187.050917567979,8225838
2021-01-21,1204.264892578125,1223.456632518136,1200.040076276408,1213.5236726390642,6142421
2021-01-22,1205.2984619140625,1218.9169139830574,1192.4441679658203,1192.848631899349,9646591
2021-01-25,1191.1407470703125,1211.6358551336596,1180.264002504233,1209.0290048501095,6542611
2021-01-27,1169.47705078125,1193.343056009239,1155.1844192215976,1186.1966853645285,8133665
2021-01-28,1147.184326171875,1165.387181127048,1143.903405531686,1161.2073540693195,4660690
2021-01-29,1113.7899169921875,1160.6229142048817,1106.5536772417913,1156.2182513015873,12183519
2021-02-01,1133.4310302734375,1148.757317589654,1115.542772094857,1124.1273715657414,8880279
2021-02-02,1142.7347412109375,1163.544445956527,1135.8580854240654,1150.6001720747295,6892490
2021-02-03,1154.780029296875,1172.1738446935738,1144.3077486924228,1148.4876850385506,8182968
2021-02-04,1150.015869140625,1162.645547823461,1143.4539183255606,1155.0947121946751,5032240
2021-02-05,1143.498779296875,1158.465592407593,1134.4198468425857,1156.3531843693338,5477481
2021-02-08,1171.769287109375,1177.5671885350646,1146.5549228828052,1155.5439853907064,6921922
2021-02-09,1173.567138671875,1197.3431659047264,1166.6454944725515,1174.7806402048784,7965949
2021-02-10,1165.4322509765625,1172.4886448965242,1153.8363354420208,1164.803060332666,5951207
2021-02-11,1161.9713134765625,1164.9826277984498,1153.341834475863,1158.6902833581805,4673317
2021-02-12,1177.3878173828125,1189.9275195896842,1169.9718385071828,1173.073022145071,5797875
2021-02-15,1177.2528076171875,1194.1073028879357,1174.9605523684509,1186.5564670606832,4363513
2021-02-16,1159.9488525390625,1186.3317337067967,1155.9936423920747,1181.1630218531775,6896421
2021-02-17,1151.7686767578125,1163.6341959298466,1146.105523221749,1159.948702075637,4575741
2021-02-18,1161.7913818359375,1173.9716058652687,1146.1055110859247,1147.0044173691294,6437551
2021-02-19,1160.7579345703125,1168.1289235162828,1147.7237911374643,1165.0726196619328,5389696
2021-02-22,1137.29638671875,1176.26406876987,1132.622117111476,1164.0838425867946,7371303
2021-02-23,1138.3299560546875,1160.488018003576,1130.4196465568173,1142.6447501297232,6612942
2021-02-24,1145.4764404296875,1147.5438592595076,1125.4307843249578,1132.6670245537844,4537258
2021-02-25,1145.701171875,1168.3535687858594,1143.4089167113777,1158.1958827879412,8788221
2021-02-26,1126.599365234375,1145.476398465199,1118.9136720984854,1140.7121509483654,15132388
2021-03-01,1138.9141845703125,1154.6450434732174,1131.7229347861276,1135.5882754370323,5756286
2021-03-02,1172.6234130859375,1177.5673983461695,1149.8810369969556,1152.6227454422717,10461434
2021-03-03,1207.7257080078125,1210.8268911198813,1175.7695423792168,1185.8372499205202,9056399
2021-03-04,1195.8599853515625,1225.9733466808868,1191.8598961713678,1200.0399216312892,12041941
2021-03-05,1183.58984375,1204.534403767112,1173.1176734712135,1194.1969816452302,6486176
2021-03-08,1200.714111328125,1210.0177697506867,1184.039355278149,1190.871131062039,5119392
2021-03-09,1209.5234375,1213.9279906649963,1185.4327043370138,1195.0959472349268,6518173
2021-03-10,1229.8388671875,1235.0974479127865,1218.0182255617362,1219.7261697427994,7925984
2021-03-12,1235.861328125,1251.0078776222538,1231.546643640764,1234.198373384312,9462061
2021-03-15,1234.7379150390625,1240.4010697368958,1221.1644491803665,1231.5018736673553,6658635
2021-03-16,1244.08642578125,1263.8623660754606,1240.9402534617163,1245.9292277460324,9352771
2021-03-17,1246.783203125,1258.4689865717376,1242.2886710301009,1251.502461824644,7626744
2021-03-18,1201.927734375,1252.850804257224,1180.7135651242072,1252.850804257224,10961755
2021-03-19,1208.5345458984375,1218.197788741419,1184.7585178650584,1195.5453935967585,12767112
2021-03-22,1232.2208251953125,1236.8950941592368,1201.0287101079375,1213.613398565953,4862758
2021-03-23,1232.8951416015625,1243.4123028011156,1222.1531440677036,1233.7040695939993,7165335
2021-03-24,1216.8944091796875,1231.9061005663013,1210.1526118989136,1220.5799030805558,6134303
2021-03-25,1198.96142578125,1215.7709319278194,1193.3881401445217,1210.6022200175903,8749994
2021-03-26,1201.11865234375,1219.5462329999625,1197.343289467073,1208.7593565182772,4922071
2021-03-30,1245.255126953125,1258.4690076414445,1201.0738537746122,1210.7370979404304,10546381
2021-03-31,1229.7489013671875,1247.6820395275622,1225.479096116643,1242.2886013163481,8220987
2021-04-01,1245.1650390625,1250.9180616804947,1232.4006127133255,1240.4907699083803,5675155
2021-04-05,1267.3680419921875,1280.9415054726444,1246.7830653267072,1250.378690605227,9479572
2021-04-06,1268.4019775390625,1281.8405849408816,1264.2669201263889,1279.143865617724,5793571
2021-04-07,1285.615966796875,1289.8857724539662,1264.4017964254963,1267.682826929009,5879234
2021-04-08,1294.2904052734375,1304.9424245557673,1277.3460409617396,1285.4361988566416,5654434
2021-04-09,1295.3690185546875,1307.9087180419417,1285.4810488650235,1307.9087180419417,6052712
2021-04-12,1281.6158447265625,1328.1792417707388,1271.952600587821,1324.9880800469598,20384532
2021-04-13,1255.9071044921875,1290.1554165440198,1235.996305694497,1288.1328771347014,14855206
2021-04-15,1223.1868896484375,1228.265732778678,1186.5564536732961,1197.613046338075,25342491
2021-04-16,1216.8944091796875,1232.2656850338974,1210.467207159395,1227.0071051008483,10879878
2021-04-19,1224.8048095703125,1240.2209646630022,1197.6577737691543,1204.53442883495,12508028
2021-04-20,1214.7373046875,1239.5920919284724,1206.692135219913,1239.5920919284724,8560766
2021-04-22,1214.5123291015625,1226.827411747475,1209.1638802921689,1218.512528136203,6622446
2021-04-23,1198.96142578125,1212.0854375551787,1196.4444439156582,1207.2313209457018,7316262
2021-04-26,1207.7257080078125,1214.692232437047,1187.4553252927717,1197.5680220448864,7088606
2021-04-27,1212.17529296875,1216.2203718106923,1204.6694463968806,1209.9280269454487,3636115
2021-04-28,1218.9171142578125,1222.063286750366,1208.6695590503955,1220.7149271107003,4879234
2021-04-29,1219.2318115234375,1230.6030007148631,1214.782268232348,1229.7040942132453,5412357
2021-04-30,1217.4339599609375,1235.0076254028827,1209.8382441547612,1210.1978286899791,8354677
2021-05-03,1215.3663330078125,1223.4115006743411,1202.7366553286322,1205.2536369148027,4560337
2021-05-04,1195.006103515625,1217.973094533562,1190.241856048929,1217.1191774073511,4887060
2021-05-05,1205.8828125,1208.0402095857237,1193.567839969062,1205.5232280307505,3939788
2021-05-06,1223.9510498046875,1226.7376379662687,1202.1975567280647,1209.029224078011,4810090
2021-05-07,1215.81591796875,1234.2434995136653,1212.1753030886932,1227.2769747832704,4991435
2021-05-10,1204.130126953125,1216.1305055960722,1200.0850481029324,1213.3887971501383,7195348
2021-05-11,1196.1298828125,1205.4335425709485,1191.140908151554,1201.7480480929387,6420988
2021-05-12,1192.8487548828125,1195.5454739970917,1181.6124252399827,1195.5454739970917,5241898
2021-05-14,1183.3204345703125,1192.713962778006,1178.7360337690927,1192.713962778006,4824609
2021-05-17,1195.006103515625,1199.99496783626,1186.8260778143078,1186.8260778143078,5017129
2021-05-18,1204.534423828125,1208.6693707997897,1195.0959078205165,1202.7366112552472,5620150
2021-05-19,1201.837646484375,1220.2202352555992,1198.4667480742655,1206.3321776978544,4435878
2021-05-20,1203.9053955078125,1212.7146124638152,1200.040054063484,1212.0854218704528,4490092
2021-05-21,1217.5684814453125,1220.26520011961,1210.2423737675183,1211.2761378719517,4969733
2021-05-24,1211.770751953125,1225.2093580263593,1209.1189123763156,1219.5013246359488,4225371
2021-05-25,1223.9510498046875,1229.7040732629882,1217.5238464816593,1220.7150083999545,4099340
2021-05-26,1255.9969482421875,1258.468940804482,1224.3554873367311,1229.6140677505646,6850024
2021-05-27,1260.4913330078125,1273.0760209465604,1251.0078278477763,1262.2441563645154,15365391
2021-05-28,1263.008544921875,1271.0537137157835,1254.9632663981758,1267.2333613230735,4261312
2021-05-31,1266.3702392578125,1273.4119392429232,1256.6027199236266,1273.4119392429232,4429904
2021-06-01,1260.418701171875,1272.9575133347214,1252.6501833240386,1272.0489069725982,4791325
2021-06-02,1252.6502685546875,1264.7346674448352,1240.2477686850627,1254.5583198621982,9272276
2021-06-03,1262.64501953125,1271.1404679527334,1251.1966000441153,1261.236635119004,5115645
2021-06-04,1259.010498046875,1269.2323201906133,1251.741646744661,1266.5518647246008,4194328
2021-06-07,1262.64501953125,1264.780222580561,1251.4237516645499,1263.8716160988222,5154576
2021-06-08,1283.8154296875,1291.8112107540412,1268.0057663052726,1268.414594839206,7360630
2021-06-09,1285.9508056640625,1294.764244224107,1276.2286497029654,1284.2244311556549,5394317
2021-06-10,1294.1282958984375,1298.3987021277069,1289.3126370323416,1293.8556695800241,3496575
2021-06-11,1314.662841796875,1318.933248224179,1298.8075909218687,1299.3982073632326,6140828
2021-06-14,1328.200927734375,1342.0117011463653,1320.6139752899592,1336.5600625499685,7132294
2021-06-15,1339.1951904296875,1341.103241965154,1329.2913570426965,1330.1999635751934,5403104
2021-06-16,1345.28271484375,1353.3238599057977,1333.3799922912506,1338.1047015610766,7661710
2021-06-17,1358.6392822265625,1365.3175175160532,1340.2853652102433,1340.2853652102433,7677951
2021-06-18,1365.9080810546875,1377.2656613504464,1351.4612167357084,1371.0870933040055,13533974
2021-06-21,1363.1822509765625,1368.179586267078,1348.5535989405032,1356.549379770876,5454052
2021-06-22,1373.6766357421875,1382.3992354571405,1364.817722877308,1371.723109696901,6427862
2021-06-23,1365.771728515625,1385.6247561172197,1361.6829997270825,1385.6247561172197,5529809
2021-06-24,1416.69921875,1425.3764552414843,1373.0861064940057,1378.3560685904904,10785137
2021-06-25,1430.3282470703125,1433.780995988941,1401.9797698421646,1428.3293572209222,9780240
2021-06-28,1428.147705078125,1435.7345469791708,1417.9712459862305,1429.1471500201644,5019178
2021-06-29,1420.1976318359375,1429.828839893513,1416.699407592995,1418.33494388616,5913567
2021-06-30,1436.3251953125,1445.592937219506,1428.3748884610413,1428.3748884610413,6058722
2021-07-01,1417.7896728515625,1432.7362061286012,1416.563076200449,1432.7362061286012,4814317
2021-07-02,1424.51318359375,1426.0122954492897,1401.6162353586376,1416.4719280797935,5166064
2021-07-05,1434.6441650390625,1440.1412786385333,1418.380197689641,1425.7398880349235,4058338
2021-07-06,1419.425048828125,1441.7313830655917,1414.7911777992203,1429.8740237172092,4089574
2021-07-07,1421.6055908203125,1427.0118655990887,1403.478937001397,1422.9231366852998,4797120
2021-07-08,1418.107421875,1431.9636693096268,1407.4312968024187,1424.6948181963799,3326813
2021-07-09,1420.06103515625,1426.4212802716218,1409.2485962773437,1413.7916285026092,3436594
2021-07-12,1406.3865966796875,1433.7811057692725,1393.575266776693,1427.012031479578,4588982
2021-07-13,1403.7515869140625,1414.1551980289798,1395.8922293132025,1414.1551980289798,4456160
2021-07-14,1432.7816162109375,1438.1424167593461,1397.527639542581,1411.9745051174857,5657716
2021-07-15,1436.3251953125,1450.908263045991,1413.7917098136713,1415.5180843413355,10021355
2021-07-16,1413.2919921875,1430.7373042286579,1407.9766661341807,1429.9195361634047,6265593
2021-07-19,1400.798583984375,1410.9750432404396,1397.0279557746642,1403.524403459662,5669162
2021-07-20,1408.3856201171875,1415.3363714586578,1397.436866879141,1397.7094932083255,5069939
2021-07-22,1444.865966796875,1447.2737961294304,1418.6981669626841,1418.6981669626841,7854575
2021-07-23,1445.09326171875,1452.4075889061344,1440.1868750165827,1443.3669979825954,4179719
2021-07-26,1457.3140869140625,1464.3557877692701,1448.4096982412775,1448.4096982412775,4586710
2021-07-27,1456.08740234375,1462.2204962667809,1451.8623599028863,1458.3134439206312,5892859
2021-07-28,1458.858642578125,1460.675855663278,1440.5956732551133,1458.4043393068368,4686788
2021-07-29,1469.2166748046875,1471.9424942384626,1453.8612031449802,1453.8612031449802,4660873
2021-07-30,1463.3106689453125,1475.0317141826629,1459.3582531213112,1462.856365726143,6234257
2021-08-02,1482.4368896484375,1485.344385906777,1471.21551132202,1478.7115144929824,5553389
2021-08-03,1503.9254150390625,1507.0601739719627,1486.116750051508,1496.4748862007,5513668
2021-08-04,1498.519287109375,1526.3680988327922,1489.2515450698852,1516.5551041560188,6740391
2021-08-05,1502.42626953125,1513.7383756923323,1496.520327489233,1498.7463689702893,5420536
2021-08-06,1499.3824462890625,1508.8774510432706,1493.74913018797,1505.5610150373882,3754855
2021-08-09,1511.2852783203125,1515.0559066702576,1495.9298058556653,1509.1954389459843,5018477
2021-08-10,1523.9603271484375,1526.458995146445,1509.240945489365,1515.5557166096846,6846517
2021-08-11,1524.2327880859375,1530.0932552979846,1515.5555521597614,1521.7341203590554,4899639
2021-08-12,1535.1815185546875,1541.450925580674,1521.0072793528136,1525.6866250055218,5659579
2021-08-13,1555.716064453125,1565.0747561267221,1536.726276607716,1541.9052894903034,5612790
2021-08-16,1548.6290283203125,1562.757793645625,1535.635910270314,1551.6273633914682,4564109
2021-08-17,1582.474365234375,1589.0617616613977,1532.410174571776,1548.1744734936706,9510390
2021-08-18,1575.023681640625,1595.0584966418603,1569.1632148678398,1570.9804276239115,6686090
2021-08-20,1574.569580078125,1585.5183327010102,1559.2595828305214,1559.2595828305214,6206972
2021-08-23,1579.8394775390625,1592.923432706201,1573.706383952642,1577.11365816732,6189051
2021-08-24,1563.575439453125,1596.42158589899,1556.1702744558495,1590.0613405368426,7602939
2021-08-25,1576.9320068359375,1587.2446681103022,1560.9859188868804,1560.9859188868804,6153253
2021-08-26,1569.7994384765625,1586.4269821394532,1562.8032126459675,1575.5237039116905,5302248
2021-08-27,1552.626953125,1569.7995285883849,1549.3558807377954,1567.3463352118695,6698514
2021-08-30,1542.859130859375,1561.576400382837,1535.9082697662764,1547.402162826908,6559667
2021-08-31,1550.4915771484375,1558.2602073875557,1531.7743047118652,1544.7674225267726,12255438
2021-09-01,1524.4144287109375,1553.2626826889273,1520.234861340995,1553.2626826889273,7801974
2021-09-02,1534.727294921875,1539.4521155101943,1510.6946961417193,1524.0511680045938,6830050
2021-09-03,1545.2215576171875,1550.0371051798234,1530.4567030317,1541.0419901942237,5339139
2021-09-06,1572.2525634765625,1573.7063115585079,1544.0402899113085,1549.3102514864631,4876026
2021-09-07,1550.673095703125,1576.3412258569058,1548.2652666209708,1571.8890324262204,3520341
2021-09-08,1538.497802734375,1545.4031892631212,1529.1391123518993,1545.4031892631212,4584896
2021-09-09,1536.9986572265625,1539.9971028938683,1528.4123705916284,1531.8196447981695,3331674
2021-09-13,1537.271240234375,1545.9938397746905,1522.0974463135944,1529.1846208291531,4662374
2021-09-14,1532.046875,1540.9511521681914,1525.1868515467215,1540.9511521681914,4945167
2021-09-15,1555.034423828125,1558.3508594666862,1535.72653727046,1538.4978312360497,4062344
2021-09-16,1546.6754150390625,1562.1217255431975,1536.8624204708835,1558.4418248516606,3246568
2021-09-17,1536.726318359375,1560.9860691310728,1530.5022746960492,1541.905331382672,7454864
2021-09-20,1533.591552734375,1551.6273706808186,1524.596325650878,1531.0020462336117,5660743
2021-09-21,1561.3946533203125,1568.9361309488545,1530.6838229663197,1544.6309092879992,4672222
2021-09-22,1559.986328125,1579.9756686403061,1556.4882157175946,1560.0771665809327,4553892
2021-09-23,1583.2923583984375,1585.518400038669,1563.8026817178268,1573.7065151100142,3826090
2021-09-24,1602.6453857421875,1624.5882526120874,1592.287250539404,1597.3300604541666,8280446
2021-09-27,1563.8480224609375,1607.3248191569996,1561.0767284071862,1607.0976675432125,5045337
2021-09-28,1532.9100341796875,1553.7171456225553,1521.9159174957779,1553.7171456225553,6557197
2021-09-29,1537.58935546875,1545.903127158123,1503.7437632151166,1507.605340854793,7792548
2021-09-30,1522.0975341796875,1547.3568387431596,1517.463663304571,1547.3568387431596,6914031
2021-10-01,1512.9661865234375,1525.5048900966588,1509.4225988715268,1512.9207118313568,5733906
2021-10-04,1525.3231201171875,1533.7277300120998,1513.1932458570352,1519.644329647652,2947154
2021-10-05,1538.0889892578125,1547.3112556724261,1511.01247362703,1518.2813249734015,4373310
2021-10-06,1520.5985107421875,1552.8085680366094,1517.3729131779623,1546.5391607634565,4271698
2021-10-07,1536.45361328125,1548.447174885723,1523.4151320041883,1532.8191872297273,5476108
2021-10-08,1566.301025390625,1573.2518861115161,1543.1770382796817,1549.400969559147,4738376
2021-10-11,1536.407958984375,1571.8890835301845,1511.6484344027579,1528.2759760102717,8840633
2021-10-12,1531.1383056640625,1534.6364185976868,1510.1040424566936,1523.733140312801,7439300
2021-10-13,1552.9901123046875,1557.0334775876145,1526.5043228079976,1540.9510767466015,7104171
2021-10-14,1558.941650390625,1620.590581131645,1542.9955614589314,1593.6958500860594,19655776
2021-10-18,1628.3592529296875,1634.5831856226832,1580.975399101428,1580.975399101428,13438109
2021-10-19,1655.6173095703125,1666.838577346781,1619.4093637469448,1648.2121446209107,10324260
2021-10-20,1637.626708984375,1679.104612975776,1630.0853424765805,1662.2045562617152,5876115
2021-10-21,1593.3778076171875,1648.2121875961695,1587.1992390643957,1648.2121875961695,8779629
2021-10-22,1562.6214599609375,1602.0548922420703,1550.9912527162028,1589.9704926737438,7369809
2021-10-25,1551.4910888671875,1571.6621090021983,1533.0008576772336,1564.6658832481858,5905209
2021-10-26,1561.7115478515625,1582.7030566843969,1554.561676372319,1567.5324207305746,5871709
2021-10-27,1584.857421875,1589.6241154780093,1559.3743706045814,1566.6617643835339,5090259
2021-10-28,1561.89501953125,1581.0073339619178,1551.0326346588704,1576.0573538475787,5329972
